num_img,pixel_acc,iou,dice,precision,recall
349,0.7442265152931213,0.49623897671699524,0.6330262422561646,0.8304607272148132,0.586883008480072
350,0.7447555065155029,0.4972085654735565,0.6338188052177429,0.8306928277015686,0.5878037214279175
351,0.7448967099189758,0.49782106280326843,0.6343831419944763,0.8306052088737488,0.5885979533195496
352,0.7444964647293091,0.4975036382675171,0.6341635584831238,0.8308593034744263,0.588060736656189
353,0.7442474961280823,0.4972952604293823,0.6340538859367371,0.8311814069747925,0.5876264572143555
354,0.7446752786636353,0.4983455538749695,0.6348897814750671,0.8316583037376404,0.5884215831756592
355,0.7448757886886597,0.4979507029056549,0.6345871090888977,0.8303897976875305,0.5891726613044739
356,0.7434776425361633,0.49723169207572937,0.6338991522789001,0.830841600894928,0.5881988406181335
357,0.7435065507888794,0.4977756142616272,0.6344135999679565,0.8310123682022095,0.5886653065681458
358,0.7427600622177124,0.49758481979370117,0.6343199610710144,0.8313158750534058,0.5882546901702881
359,0.7424757480621338,0.4975874125957489,0.634406328201294,0.8316391110420227,0.5880442261695862
360,0.7427448630332947,0.4977048337459564,0.634591817855835,0.8320470452308655,0.5879284143447876
361,0.742411732673645,0.49742263555526733,0.6344050765037537,0.832489013671875,0.587399959564209
362,0.7425999641418457,0.49803248047828674,0.6349619030952454,0.8329269289970398,0.5877742767333984
363,0.742550790309906,0.49738702178001404,0.6343624591827393,0.8320523500442505,0.5871210098266602
364,0.7425446510314941,0.4967852234840393,0.6338160037994385,0.8325137495994568,0.5862727165222168
365,0.7419416308403015,0.4960298538208008,0.6330716013908386,0.8325954079627991,0.5852943062782288
366,0.7413859367370605,0.4956221878528595,0.632749080657959,0.8325551748275757,0.5847220420837402
367,0.741947591304779,0.4962770640850067,0.6333353519439697,0.8328312635421753,0.5852444171905518
368,0.741931676864624,0.4961279332637787,0.6332785487174988,0.8332855701446533,0.5848535299301147
369,0.742011547088623,0.49589982628822327,0.6331437230110168,0.8335176110267639,0.5844271183013916
370,0.7414360642433167,0.4953632056713104,0.6326714158058167,0.8331780433654785,0.583763599395752
371,0.7419001460075378,0.4962176978588104,0.6333824992179871,0.8331220746040344,0.5848854780197144
372,0.7421824336051941,0.49708291888237,0.6340990662574768,0.833570659160614,0.5855123400688171
373,0.742195725440979,0.4963650405406952,0.633399248123169,0.8340168595314026,0.5845574140548706
374,0.7422261834144592,0.49626320600509644,0.6333861947059631,0.8342375755310059,0.584273099899292
375,0.7424809336662292,0.4965853989124298,0.6337323784828186,0.8346263766288757,0.5843815803527832
376,0.7414100170135498,0.49574846029281616,0.6328655481338501,0.8350661993026733,0.583311140537262
377,0.7419096827507019,0.4958702027797699,0.6330507397651672,0.8350909948348999,0.5833598375320435
378,0.7421538233757019,0.49652954936027527,0.6336350440979004,0.835527241230011,0.583787739276886
379,0.7426630258560181,0.4973134994506836,0.6342982053756714,0.8357287645339966,0.5845154523849487
380,0.7429225444793701,0.49803653359413147,0.6349220275878906,0.8360430002212524,0.5850855112075806
381,0.7420523762702942,0.49718794226646423,0.6340363621711731,0.8357797265052795,0.5840390920639038
382,0.742099940776825,0.49729421734809875,0.634207546710968,0.8360294103622437,0.5839763283729553
383,0.7424377202987671,0.4967438280582428,0.6337146162986755,0.8364574909210205,0.583199679851532
384,0.7424266338348389,0.4970801770687103,0.6340693235397339,0.8368834257125854,0.5833108425140381
385,0.7428711652755737,0.4976562261581421,0.6345949769020081,0.8368362188339233,0.5840164422988892
386,0.7433599829673767,0.49877291917800903,0.6354458332061768,0.8372589349746704,0.5849093794822693
387,0.7435322403907776,0.49867546558380127,0.6354346871376038,0.8367906212806702,0.5849692225456238
388,0.7424457669258118,0.49801430106163025,0.6348018050193787,0.8371888399124146,0.5840869545936584
389,0.7429448962211609,0.4990537166595459,0.6356086730957031,0.8373563885688782,0.5851561427116394
390,0.7434234023094177,0.49984923005104065,0.6362727880477905,0.8377124667167664,0.5857725739479065
391,0.7439142465591431,0.5006037354469299,0.6369107365608215,0.8376258611679077,0.5867964625358582
392,0.7442165017127991,0.5010325908660889,0.6373304724693298,0.8378050327301025,0.587129533290863
393,0.7445090413093567,0.5016476511955261,0.6378777027130127,0.8380744457244873,0.5876132249832153
394,0.7435466051101685,0.5008589625358582,0.6370724439620972,0.8384854197502136,0.5866063833236694
395,0.7439877986907959,0.5009682774543762,0.6372436881065369,0.8388943076133728,0.5864986181259155
396,0.7444039583206177,0.5018460750579834,0.6379529237747192,0.8393011093139648,0.5871604084968567
397,0.7444525361061096,0.5024762749671936,0.6385083198547363,0.8393149971961975,0.5878792405128479
398,0.7443030476570129,0.5015812516212463,0.6375452280044556,0.8396966457366943,0.5867701172828674
399,0.7447102665901184,0.5023260712623596,0.6381732225418091,0.8400338888168335,0.5873446464538574
400,0.7448371648788452,0.5025370121002197,0.6384266018867493,0.8404337763786316,0.5873430371284485
401,0.7448943257331848,0.5027981400489807,0.638718843460083,0.8408317565917969,0.5873926877975464
402,0.7452184557914734,0.5030179619789124,0.6389784216880798,0.8412039875984192,0.5874104499816895
403,0.7456612586975098,0.5029404759407043,0.6389837265014648,0.8409687280654907,0.5873470306396484
404,0.7453885674476624,0.502923309803009,0.6390434503555298,0.8413623571395874,0.5871209502220154
405,0.7455655932426453,0.5035368800163269,0.6395842432975769,0.8417277336120605,0.5875418186187744
406,0.7460623979568481,0.5044502019882202,0.6403068900108337,0.8420342206954956,0.5883162617683411
